Time,Depth,Voltage,Current,data_water,roll,pitch,yaw
14.52.41,3.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.42,3.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.42,3.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.42,2.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.42,2.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.42,3.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.43,3.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.43,3.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.43,3.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.43,4.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.43,3.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.44,3.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.44,4.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.44,3.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.44,3.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.44,2.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.45,3.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.45,3.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.45,3.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.45,3.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.45,2.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.46,2.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.46,2.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.46,3.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.46,3.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.46,3.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.47,2.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.47,3.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.47,3.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.47,2.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.47,3.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.48,4.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.48,3.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.48,2.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.48,3.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.48,3.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.49,3.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.49,3.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.49,3.0,0.0,0.0,0.0,1.1,1.79,63.02
14.52.49,3.0,0.0,0.0,0.0,1.1,1.79,63.02
