Time,Depth,Voltage,Current,data_water,roll,pitch,yaw
15.30.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.21,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.21,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.22,2.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.22,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.22,2.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.22,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.22,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.23,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.23,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.23,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.23,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.23,2.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.24,2.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.24,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.24,2.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.24,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.24,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.25,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.25,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.25,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.25,2.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.25,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.26,2.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.26,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.26,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.26,2.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.26,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.27,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.27,2.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.27,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.27,2.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.27,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.28,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.28,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.28,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.28,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.28,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.29,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.29,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.29,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.29,2.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.29,2.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.30,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.30,2.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.30,0.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.30,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.30,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.31,1.0,0.0,0.0,0.0,-0.32,0.79,-47.53
15.30.31,1.0,16.01,-3.0,0.0,-0.32,0.79,-47.53
15.30.31,2.0,16.01,-3.0,0.0,-0.32,0.79,-47.53
15.30.31,1.0,16.01,-3.0,0.0,-0.32,0.79,-47.53
15.30.31,1.0,16.01,-3.0,0.0,-0.32,0.79,-47.53
15.30.32,1.0,16.1,-3.0,0.0,-0.32,0.79,-47.53
15.30.32,1.0,16.1,-3.0,0.0,-0.32,0.79,-47.53
15.30.32,1.0,16.13,-3.0,0.0,-0.32,0.79,-47.53
15.30.32,1.0,16.13,-3.0,0.0,-0.32,0.79,-47.53
15.30.32,1.0,16.13,-3.0,0.0,-0.32,0.79,-47.53
15.30.33,2.0,16.09,-3.0,0.0,-0.32,0.79,-47.53
15.30.33,1.0,16.09,-3.0,0.0,-0.32,0.79,-47.53
15.30.33,1.0,15.99,-3.0,0.0,-0.32,0.79,-47.53
15.30.33,0.0,15.99,-3.0,0.0,-0.32,0.79,-47.53
15.30.33,1.0,16.04,-3.0,0.0,-0.32,0.79,-47.53
15.30.34,1.0,16.04,-3.0,0.0,-0.32,0.79,-47.53
15.30.34,1.0,16.11,-3.0,0.0,-0.32,0.79,-47.53
15.30.34,1.0,16.11,-3.0,0.0,-0.32,0.79,-47.53
15.30.34,1.0,16.11,-3.0,0.0,-0.32,0.79,-47.53
15.30.34,2.0,16.11,-3.0,0.0,-0.32,0.79,-47.53
15.30.35,1.0,16.11,-3.0,0.0,-0.32,0.79,-47.53
15.30.35,1.0,16.05,-3.0,0.0,-0.32,0.79,-47.53
15.30.35,1.0,16.05,-3.0,0.0,-0.32,0.79,-47.53
15.30.35,1.0,15.98,-3.0,0.0,-0.32,0.79,-47.53
15.30.35,1.0,15.98,-3.0,0.0,-0.32,0.79,-47.53
15.30.36,1.0,15.97,-3.0,0.0,-0.32,0.79,-47.53
15.30.36,1.0,15.97,-3.0,0.0,-0.32,0.79,-47.53
15.30.36,1.0,16.03,-3.0,0.0,-0.32,0.79,-47.53
15.30.36,1.0,16.03,-3.0,0.0,-0.32,0.79,-47.53
15.30.36,1.0,16.03,-3.0,0.0,-0.32,0.79,-47.53
15.30.37,1.0,16.02,-3.0,0.0,-0.32,0.79,-47.53
15.30.37,1.0,16.02,-3.0,0.0,-0.32,0.79,-47.53
15.30.37,1.0,15.78,-3.0,0.0,-0.32,0.79,-47.53
15.30.37,1.0,15.78,-3.0,0.0,-0.32,0.79,-47.53
15.30.37,1.0,15.85,-3.0,0.0,-0.32,0.79,-47.53
15.30.38,1.0,15.85,-3.0,0.0,-0.31,0.78,-47.52
15.30.38,1.0,15.99,-3.0,0.0,-0.31,0.78,-47.52
15.30.38,2.0,15.99,-3.0,0.0,-0.31,0.78,-47.52
15.30.38,1.0,16.03,-3.0,0.0,-0.31,0.78,-47.52
15.30.38,2.0,16.03,-3.0,0.0,-0.31,0.78,-47.52
15.30.39,0.0,16.03,-3.0,0.0,-0.31,0.78,-47.52
15.30.39,1.0,16.01,-3.0,0.0,-0.31,0.78,-47.52
15.30.39,1.0,16.01,-3.0,0.0,-0.31,0.78,-47.52
15.30.39,1.0,15.95,-3.0,0.0,-0.31,0.78,-47.52
15.30.39,1.0,15.95,-3.0,0.0,-0.31,0.78,-47.52
15.30.40,1.0,15.82,-3.0,0.0,-0.31,0.78,-47.52
15.30.40,1.0,15.82,-3.0,0.0,-0.31,0.78,-47.52
15.30.40,1.0,15.81,-3.0,0.0,-0.31,0.78,-47.52
15.30.40,2.0,15.81,-3.0,0.0,-0.31,0.78,-47.52
15.30.40,1.0,15.86,-3.0,0.0,-0.31,0.78,-47.52
15.30.41,0.0,15.86,-3.0,0.0,-0.31,0.78,-47.52
15.30.41,1.0,15.86,-3.0,0.0,-0.31,0.78,-47.52
15.30.41,2.0,15.96,-3.0,0.0,-0.31,0.78,-47.52
15.30.41,2.0,15.96,-3.0,0.0,-0.31,0.78,-47.52
